entity_type,entity_id,canonical_ids,embedding
student,U00011,"['CANON_JAVA', 'CANON_DATA_ANALYSIS', 'CANON_PYTHON']","[0.04112128168344498, 0.07031325250864029, 0.12466824054718018, -0.024133412167429924, -0.05543029308319092, 0.031958192586898804, 0.16552260518074036, -0.23660823702812195, -0.09395290911197662, 0.1798917055130005, 0.07014479488134384, 0.0272636990994215, -0.02036372385919094, -0.0023175107780843973, 0.020935337990522385, -0.22721396386623383, 0.09729653596878052, -0.11366215348243713, 0.014640788547694683, 0.1771378219127655, 0.13229677081108093, -0.042120110243558884, 0.1791735589504242, -0.15875045955181122, 0.12088131904602051, -0.0907566249370575, -0.06190633773803711, -0.1942652016878128, 0.07779112458229065, -0.1546340435743332, 0.12585195899009705, -0.08237504214048386, -0.0011022380786016583, 0.1228361502289772, 0.10558314621448517, -0.0810387060046196, 0.10922590643167496, -0.09625166654586792, 0.023728301748633385, 0.10014829784631729, 0.2448194921016693, -0.08430686593055725, 0.06599227339029312, -0.1541978418827057, 0.14563848078250885, -0.1829080432653427, -0.1586553007364273, -0.10883092880249023, 0.18641385436058044, 0.07429881393909454, -0.12257903069257736, -0.05560216307640076, 0.053559448570013046, 0.1374247670173645, 0.15100733935832977, -0.17725694179534912, -0.21310515701770782, 0.20519910752773285, -0.11647230386734009, -0.1249735876917839, 0.048631228506565094, -0.005280673503875732, -0.08402372896671295, 0.1757531762123108]"
student,U00012,"['CANON_COMMUNICATION', 'CANON_PYTHON', 'CANON_ML', 'CANON_MARKETING']","[-0.03997373580932617, 0.1781531125307083, 0.23234982788562775, 0.07291030883789062, -0.090214304625988, 0.09911740571260452, 0.1192905381321907, -0.25499728322029114, -0.036237072199583054, 0.18033146858215332, 0.03405018523335457, 0.08380766212940216, -0.09282507747411728, 0.04060627520084381, 0.07285001128911972, -0.19953717291355133, -0.08983326703310013, -0.15350079536437988, -0.08835940808057785, 0.1682668775320053, 0.16843943297863007, -0.10069253295660019, 0.06125427037477493, -0.07778647541999817, 0.021160868927836418, -0.1470874845981598, -0.12075395882129669, -0.21024632453918457, 0.045250408351421356, -0.18933527171611786, 0.136952742934227, -0.007908128201961517, -0.11201485991477966, 0.13909342885017395, 0.09741009771823883, -0.17061330378055573, 0.035645097494125366, -0.12105605006217957, 0.048042960464954376, 0.1576303243637085, 0.2102017104625702, -0.009043490514159203, 0.03547912463545799, -0.12473879009485245, 0.1564195603132248, -0.1682998538017273, -0.10391818732023239, -0.09375572204589844, 0.13904306292533875, 0.08670780807733536, -0.0778360515832901, 0.021404186263680458, 0.09658852964639664, 0.14015953242778778, 0.07184802740812302, -0.10632383823394775, -0.07327225059270859, 0.16433408856391907, -0.08822590857744217, -0.08083270490169525, 0.09483735263347626, 0.1098286435008049, -0.1881639063358307, 0.1734664887189865]"
student,U00013,"['CANON_DESIGN', 'CANON_CPLUS']","[0.049410998821258545, 0.17142698168754578, 0.19647881388664246, 0.19853660464286804, -0.10404401272535324, -0.047078344970941544, 0.021375950425863266, -0.24754558503627777, -0.24123746156692505, 0.05864287540316582, -0.01753738522529602, -0.11722283065319061, -0.13676778972148895, 0.016702210530638695, -0.036909446120262146, -0.055853813886642456, -0.23359067738056183, -0.03580889105796814, 0.07382964342832565, 0.15212364494800568, 0.05844798684120178, 0.004575978498905897, 0.09951488673686981, 0.15938101708889008, 0.11840618401765823, -0.13500607013702393, -0.21747805178165436, -0.2549073100090027, -0.0030934326350688934, 0.048465579748153687, 0.15788370370864868, 0.1513935625553131, -0.10302678495645523, 0.049753040075302124, 0.11637023836374283, -0.15300767123699188, 0.02634432353079319, -0.08729128539562225, 0.28526750206947327, 0.10687322914600372, 0.1726355403661728, -0.07167915254831314, 0.09359849244356155, -0.0628422200679779, -0.0321197472512722, -0.04865751788020134, -0.026451272889971733, 0.129383847117424, 0.09575648605823517, 0.04077886790037155, 0.05787498131394386, 0.10004828870296478, 0.004210956860333681, -0.12084278464317322, 0.18124480545520782, -0.07310999184846878, -0.07138603925704956, 0.14882519841194153, -0.03993620723485947, 0.035871464759111404, 0.17268770933151245, 0.05239200219511986, -0.07529586553573608, 0.18248265981674194]"
student,U00014,"['CANON_MANAGEMENT', 'CANON_COMMUNICATION', 'CANON_DATA_ANALYSIS', 'CANON_SQL', 'CANON_ML']","[0.023676929995417595, 0.1447332352399826, 0.15850603580474854, 0.055363547056913376, -0.07406336814165115, -0.007284198887646198, 0.07008600980043411, -0.226061150431633, -0.10824541747570038, 0.17139402031898499, 0.03897450864315033, 0.018677152693271637, 0.03687497600913048, 0.09042099118232727, 0.016101418063044548, -0.05628066509962082, -0.08643144369125366, -0.10389365255832672, -0.08466288447380066, 0.20064261555671692, 0.08833522349596024, -0.057847313582897186, 0.06457334756851196, -0.1415020376443863, 0.14091569185256958, -0.08460284024477005, -0.0398562029004097, -0.24267570674419403, 0.05188015475869179, -0.2771076261997223, 0.171647310256958, 0.010494474321603775, -0.07393739372491837, 0.15413863956928253, 0.0936727374792099, -0.15526074171066284, 0.10968762636184692, -0.04477629438042641, 0.07686754316091537, 0.1456696093082428, 0.1986498087644577, -0.0676201730966568, 0.012628640048205853, -0.16463178396224976, 0.25941401720046997, -0.19135084748268127, -0.20039214193820953, -0.16765214502811432, 0.12542445957660675, 0.06011536344885826, 0.04636582359671593, 0.07412650436162949, 0.13545605540275574, 0.1406848430633545, 0.04887274280190468, -0.10133852064609528, -0.13828834891319275, 0.21745097637176514, -0.13666388392448425, -0.05652158707380295, 0.0069718738086521626, 0.06837250292301178, -0.09652303904294968, 0.09161806106567383]"
student,U00015,"['CANON_MANAGEMENT', 'CANON_ML', 'CANON_JAVA', 'CANON_MARKETING']","[-0.026715660467743874, 0.12050119042396545, 0.16519467532634735, 0.05738760530948639, -0.0986269861459732, 0.07547487318515778, 0.1413632333278656, -0.181209534406662, -0.0562363862991333, 0.20259636640548706, 0.06672646105289459, 0.07122917473316193, 0.0624893382191658, 0.035098183900117874, -0.037234291434288025, -0.1974264532327652, 0.01364025566726923, 0.03344574198126793, -0.0625891461968422, 0.05179322883486748, 0.05162284895777702, -0.03375840559601784, 0.2420303076505661, 0.012095069512724876, 0.05832028388977051, -0.21808592975139618, -0.15762020647525787, -0.11192409694194794, -0.08092418313026428, -0.2182730734348297, 0.07748537510633469, 0.08201902359724045, -0.23029056191444397, 0.08335019648075104, 0.15950070321559906, -0.1363993138074875, 0.01650170609354973, -0.20610956847667694, 0.03823276236653328, 0.12146160006523132, 0.1452721208333969, 0.0535452738404274, -0.07874345034360886, -0.07093773037195206, 0.13006186485290527, -0.20025473833084106, -0.04443790763616562, -0.08542678505182266, 0.13333716988563538, 0.11873915046453476, -0.08607698976993561, -0.03194413706660271, 0.11006402969360352, 0.2293763905763626, -0.045264650136232376, -0.13660049438476562, -0.1398381143808365, 0.2805711627006531, -0.20787157118320465, -0.06202658265829086, 0.06883657723665237, 0.08937723934650421, -0.10711071640253067, 0.035343755036592484]"
student,U00016,"['CANON_MARKETING', 'CANON_DESIGN', 'CANON_MANAGEMENT', 'CANON_ML']","[-0.03680608421564102, 0.21604429185390472, 0.19719555974006653, 0.10275646299123764, -0.12809649109840393, 0.05229233577847481, 0.031515125185251236, -0.2585655152797699, -0.1721930056810379, 0.12371743470430374, 0.014244161546230316, 0.07292134314775467, -0.011440346948802471, 0.06598072499036789, -0.07647987455129623, -0.11922387778759003, -0.14244072139263153, -0.02645684964954853, -0.09078589081764221, 0.1433735340833664, 0.004551723133772612, -0.09002163261175156, 0.18431293964385986, 0.033958666026592255, 0.055788688361644745, -0.16545113921165466, -0.15885193645954132, -0.20120015740394592, -0.07503882050514221, -0.19827573001384735, 0.13218408823013306, 0.14064985513687134, -0.20534104108810425, 0.12722662091255188, 0.11517058312892914, -0.19920897483825684, 0.005370413884520531, -0.16198240220546722, 0.13607503473758698, 0.07788879424333572, 0.19316716492176056, 0.016247611492872238, -0.021633226424455643, -0.02107827551662922, 0.14944693446159363, -0.21961574256420135, -0.02895473502576351, -0.02269521728157997, 0.06670916080474854, 0.16178259253501892, -0.07207943499088287, 0.1097397729754448, 0.143406942486763, 0.12603197991847992, -0.016099369153380394, -0.06675373762845993, -0.1298142820596695, 0.1889757215976715, -0.16586044430732727, -0.011380907148122787, 0.08472567796707153, 0.03447398915886879, -0.12909506261348724, 0.047429561614990234]"
student,U00017,"['CANON_CPLUS', 'CANON_SQL']","[0.08528203517198563, 0.158184215426445, 0.11520266532897949, 0.14799661934375763, -0.06557562947273254, -0.08994881808757782, 0.09479603916406631, -0.165589839220047, -0.14544615149497986, 0.12367453426122665, 0.02678743377327919, -0.10285750776529312, -0.03716733679175377, 0.07506836205720901, 0.13191094994544983, -0.02149628847837448, -0.10622571408748627, -0.04191241413354874, -0.005071471445262432, 0.16586321592330933, 0.11401396989822388, 0.10634253919124603, -0.02173982560634613, -0.03924601152539253, 0.13370919227600098, -0.14710405468940735, -0.10567359626293182, -0.2536163926124573, 0.01150703988969326, -0.09081901609897614, 0.16985449194908142, -0.013432429172098637, -0.07249756157398224, 0.0359642431139946, 0.2105991244316101, -0.20095038414001465, 0.08925897628068924, 0.0021573551930487156, 0.2581411600112915, 0.2212640941143036, 0.08108498901128769, -0.015155221335589886, 0.017971716821193695, -0.21522171795368195, 0.08013511449098587, -0.11072330921888351, -0.17967265844345093, -0.11023470014333725, 0.13930834829807281, 0.02533949725329876, 0.16734905540943146, -0.048941727727651596, -0.10549327731132507, 0.011492094956338406, 0.19672931730747223, -0.12452369928359985, -0.014636005274951458, 0.17384475469589233, -0.1363256871700287, -0.06013448163866997, 0.13680768013000488, 0.1204051673412323, -0.12466850876808167, 0.20752564072608948]"
student,U00018,"['CANON_PYTHON', 'CANON_ML']","[-0.08271768689155579, 0.08304411917924881, 0.16026708483695984, 0.017452338710427284, -0.06766160577535629, 0.14715459942817688, 0.24004514515399933, -0.21370121836662292, -0.0035973703488707542, 0.23835359513759613, 0.01533513329923153, 0.15038610994815826, -0.05555954948067665, -0.09779617190361023, 0.11696536839008331, -0.2337956726551056, 0.025115352123975754, -0.19444043934345245, -0.1284482479095459, 0.12478858232498169, 0.0734715685248375, -0.0174001082777977, 0.03716125711798668, -0.11110442131757736, 0.0016122320666909218, -0.14320532977581024, -0.09878934919834137, -0.17555709183216095, 0.013633049093186855, -0.10893217474222183, 0.11005819588899612, 0.005059706047177315, -0.0852108746767044, 0.09274592250585556, 0.06631562113761902, -0.05540987849235535, 0.018749620765447617, -0.1164717972278595, 0.05024213343858719, 0.15057167410850525, 0.15897372364997864, -0.002467336365953088, 0.09370850026607513, -0.11143424361944199, 0.06820887327194214, -0.17328210175037384, 0.04098452627658844, -0.12458524852991104, 0.17279908061027527, 0.08808884769678116, -0.15230673551559448, 0.006474999710917473, -0.00862775556743145, 0.17155829071998596, 0.09666904807090759, -0.09768958389759064, -0.19501806795597076, 0.23950345814228058, -0.06118200719356537, -0.16815046966075897, 0.11796488612890244, 0.08339917659759521, -0.15427187085151672, 0.22962303459644318]"
student,U00019,"['CANON_ML', 'CANON_PYTHON']","[-0.08271768689155579, 0.08304411917924881, 0.16026708483695984, 0.017452338710427284, -0.06766160577535629, 0.14715459942817688, 0.24004514515399933, -0.21370121836662292, -0.0035973703488707542, 0.23835359513759613, 0.01533513329923153, 0.15038610994815826, -0.05555954948067665, -0.09779617190361023, 0.11696536839008331, -0.2337956726551056, 0.025115352123975754, -0.19444043934345245, -0.1284482479095459, 0.12478858232498169, 0.0734715685248375, -0.0174001082777977, 0.03716125711798668, -0.11110442131757736, 0.0016122320666909218, -0.14320532977581024, -0.09878934919834137, -0.17555709183216095, 0.013633049093186855, -0.10893217474222183, 0.11005819588899612, 0.005059706047177315, -0.0852108746767044, 0.09274592250585556, 0.06631562113761902, -0.05540987849235535, 0.018749620765447617, -0.1164717972278595, 0.05024213343858719, 0.15057167410850525, 0.15897372364997864, -0.002467336365953088, 0.09370850026607513, -0.11143424361944199, 0.06820887327194214, -0.17328210175037384, 0.04098452627658844, -0.12458524852991104, 0.17279908061027527, 0.08808884769678116, -0.15230673551559448, 0.006474999710917473, -0.00862775556743145, 0.17155829071998596, 0.09666904807090759, -0.09768958389759064, -0.19501806795597076, 0.23950345814228058, -0.06118200719356537, -0.16815046966075897, 0.11796488612890244, 0.08339917659759521, -0.15427187085151672, 0.22962303459644318]"
student,U00020,"['CANON_CLOUD', 'CANON_DESIGN', 'CANON_COMMUNICATION', 'CANON_SQL']","[0.00672386446967721, 0.1740790754556656, 0.22038094699382782, 0.04429718852043152, -0.16524231433868408, 0.028320176526904106, -0.024520469829440117, -0.14919207990169525, -0.10235390812158585, 0.05013506859540939, -0.05737032741308212, -0.010501895099878311, 0.03788864240050316, 0.11234414577484131, -0.09348186105489731, -0.05806102976202965, -0.2087668478488922, -0.09521838277578354, -0.05926257744431496, 0.19362185895442963, 0.08079897612333298, -0.10313888639211655, 0.0745231881737709, 0.09869294613599777, 0.11336486041545868, -0.10135479271411896, -0.16001759469509125, -0.23947501182556152, -0.002324288710951805, -0.18243065476417542, 0.18868298828601837, -0.03962647169828415, -0.12216998636722565, 0.18519021570682526, 0.14140872657299042, -0.2187914252281189, 0.0984424352645874, -0.05659089982509613, 0.1486705243587494, 0.18192723393440247, 0.18821711838245392, -0.040941134095191956, 0.04442594200372696, -0.13161693513393402, 0.17689092457294464, -0.1978638768196106, -0.22751742601394653, -0.055131640285253525, 0.07694973051548004, 0.07802630215883255, 0.044521380215883255, 0.07177525013685226, 0.0967809185385704, -0.027080265805125237, 0.1483805775642395, -0.11923488229513168, -0.13115042448043823, 0.1764468103647232, -0.0842047706246376, -0.022367285564541817, 0.13229747116565704, 0.06870242953300476, -0.08546462655067444, 0.0720871090888977]"
