entity_type,entity_id,canonical_ids,embedding
student,U00011,"['CANON_0004', 'CANON_0000', 'CANON_0001']","[0.04418671876192093, 0.07727410644292831, 0.035169340670108795, -0.16161800920963287, -0.2336241751909256, -0.10533581674098969, 0.02082817442715168, -0.25186389684677124, -0.05367479473352432, 0.04560066759586334, 0.05553426966071129, 0.14479903876781464, 0.1125393807888031, 0.16295881569385529, -0.031935036182403564, 0.08294124156236649, 0.06063823774456978, -0.1179824247956276, 0.11238233000040054, 0.19598816335201263, 0.1490558534860611, -0.11755723506212234, 0.20282286405563354, 0.20220310986042023, 0.002462776144966483, 0.0653376653790474, -0.2118726670742035, 0.14513669908046722, -0.03897051513195038, 0.10600272566080093, 0.11600041389465332, 0.13145269453525543, 0.03183086961507797, -0.005751407239586115, 0.196363627910614, 0.07037925720214844, 0.10880506038665771, -0.012507645413279533, 0.039343614131212234, 0.10564635694026947, 0.27941152453422546, -0.07569537311792374, -0.11941888183355331, -0.20840775966644287, -0.13260315358638763, -0.27276739478111267, -0.08552967011928558, -0.0638836994767189, 0.1173931360244751, 0.004511648789048195, -0.028618449345231056, 0.19404800236225128, -0.029043836519122124, 0.0827239379286766, 0.16740557551383972, 0.08667343854904175, -0.05639685317873955, 0.07306145131587982, -0.03762118145823479, 0.10100717842578888, 0.10042465478181839, 0.13292475044727325, -0.028055112808942795, -0.01753155142068863]"
student,U00012,"['CANON_0010', 'CANON_0001', 'CANON_0007', 'CANON_0006', 'CANON_0008']","[0.03281887248158455, 0.03811183571815491, 0.18705397844314575, 0.004909680224955082, -0.04766947031021118, -0.09953475743532181, 0.19487214088439941, -0.1599675714969635, 0.04634730890393257, -0.012979920022189617, -0.023157108575105667, 0.11322581022977829, 0.22794662415981293, 0.06740568578243256, -0.07551109790802002, 0.1660507768392563, -0.1571614295244217, 0.03064372017979622, 0.05044642090797424, 0.02040412649512291, 0.12343449890613556, -0.1957458108663559, 0.09044943749904633, 0.20418956875801086, -0.15046502649784088, -0.1806517094373703, -0.1315753161907196, 0.14726310968399048, 0.018938887864351273, -0.10849971324205399, 0.11092928051948547, 0.16685405373573303, -0.02984769456088543, 0.03798270970582962, 0.15540717542171478, -0.08949890732765198, 0.09814029186964035, -0.05855415388941765, 0.18805243074893951, 0.215605229139328, 0.2763506770133972, 0.03566090762615204, -0.11452656239271164, -0.0394185371696949, 0.14061564207077026, -0.18120542168617249, -0.022134384140372276, -0.08157443255186081, 0.2526983320713043, -0.0660814419388771, -0.08913533389568329, 0.13801439106464386, -0.1061641275882721, 0.004214135929942131, -0.027239415794610977, 0.1431342363357544, -0.12065330892801285, 0.15306369960308075, -0.19970360398292542, -0.004496422130614519, 0.08012191951274872, 0.011345433071255684, -0.0781833678483963, 0.05416886508464813]"
student,U00013,"['CANON_0011', 'CANON_0002']","[0.038904864341020584, 0.009115192107856274, -0.029384925961494446, -0.025593139231204987, -0.2326449751853943, -0.09164408594369888, -0.07318470627069473, -0.10473264753818512, -0.09319178014993668, -0.03259452059864998, 0.06780043989419937, -0.0718744695186615, -0.15554815530776978, 0.16867871582508087, -0.2587578296661377, 0.10190732777118683, -0.04996027424931526, -0.08822668343782425, 0.16063526272773743, -0.06464185565710068, 0.1564287394285202, -0.0021344616543501616, -0.051187772303819656, 0.23664763569831848, 0.022616278380155563, -0.14847281575202942, -0.08369428664445877, -0.14149992167949677, 0.04418545588850975, -0.06115223839879036, 0.043227918446063995, -0.07042025029659271, -0.17139220237731934, 0.016014976426959038, 0.1208844855427742, -0.02023925818502903, 0.049038443714380264, -0.159158855676651, 0.044922325760126114, -0.11404689401388168, 0.19796273112297058, -0.1695929318666458, -0.0988909900188446, -0.011592749506235123, 0.2862105965614319, -0.12068726867437363, 0.07746977359056473, -0.1284676343202591, 0.08905874192714691, -0.24570132791996002, -0.0419941246509552, 0.18832100927829742, 0.1754627525806427, 0.14930684864521027, 0.21106411516666412, -0.03547419607639313, 0.043811917304992676, 0.07730802893638611, -0.07685782015323639, 0.22431109845638275, -0.0643969476222992, 0.0027475340757519007, -0.07992829382419586, -0.14047592878341675]"
student,U00014,"['CANON_0005', 'CANON_0010', 'CANON_0000', 'CANON_0009', 'CANON_0007']","[0.0802876204252243, 0.03163541108369827, 0.05187159776687622, -0.13729512691497803, -0.14730142056941986, -0.1126079335808754, -0.0415399894118309, -0.0773998275399208, 0.12209810316562653, 0.11501716077327728, -0.11987630277872086, 0.23889344930648804, 0.18677155673503876, 0.1786111444234848, 0.0016716410173103213, -0.04410844296216965, 0.02787443995475769, -0.17858389019966125, 0.03002559207379818, 0.08489017188549042, 0.048078782856464386, -0.12133809924125671, 0.1284385770559311, 0.13545772433280945, -0.10171675682067871, -0.207282155752182, -0.11166907846927643, 0.023538226261734962, -0.029269620776176453, -0.1673075258731842, 0.20209021866321564, 0.09024105221033096, 0.053906966000795364, 0.027561701834201813, 0.12033678591251373, -0.11827985942363739, -0.07840898633003235, -0.05132661759853363, 0.16074270009994507, 0.2742810547351837, 0.1565300077199936, -0.02007196471095085, -0.06477858126163483, 0.0552511028945446, 0.24268431961536407, -0.18981802463531494, -0.21985481679439545, -0.001495641190558672, 0.2433425933122635, -0.1094091460108757, 0.027908438816666603, 0.08683427423238754, -0.04666917398571968, 0.08249840140342712, 0.18390633165836334, 0.08084885776042938, -0.10318288207054138, 0.018653081730008125, 0.02638794668018818, 0.20802105963230133, 0.10393893718719482, 0.03479225933551788, -0.10183901339769363, 0.01340011041611433]"
student,U00015,"['CANON_0005', 'CANON_0008', 'CANON_0004', 'CANON_0006']","[0.19557246565818787, 0.09110155701637268, -0.06313543766736984, 0.014501120895147324, -0.11129462718963623, -0.019109485670924187, 0.17063795030117035, -0.283229261636734, -0.05957159772515297, -0.049184754490852356, -0.09944458305835724, 0.0927177146077156, 0.020574746653437614, -0.08031432330608368, -0.2749903202056885, 0.022177278995513916, -0.09011963754892349, -0.05011869594454765, 0.06148238852620125, -0.043801262974739075, 0.08908393979072571, -0.047753430902957916, 0.17581386864185333, 0.06166438013315201, -0.08966263383626938, -0.14109475910663605, -0.17686177790164948, 0.04205356538295746, -0.1832701563835144, 0.06902702897787094, 0.0256362222135067, -0.03864118456840515, -0.10393597930669785, 0.20971809327602386, 0.13763001561164856, 0.08307794481515884, 0.19276444613933563, -0.16423076391220093, 0.0004159204545430839, -0.05401412397623062, 0.24964430928230286, 0.029733018949627876, -0.0075972373597323895, -0.1303010731935501, 0.1640298068523407, -0.18991272151470184, -0.10697147995233536, 0.04886217787861824, 0.08458228409290314, 0.015447067096829414, 0.011518890969455242, -0.05569551885128021, 0.035687435418367386, 0.13919106125831604, 0.06162359565496445, 0.14190049469470978, -0.16276545822620392, 0.24301373958587646, -0.1264067143201828, 0.21252016723155975, 0.04604227840900421, 0.004852435551583767, -0.19323784112930298, 0.10422560572624207]"
student,U00016,"['CANON_0006', 'CANON_0011', 'CANON_0005', 'CANON_0007']","[0.12053224444389343, 0.18644297122955322, 0.006058167666196823, -0.10239429771900177, -0.1808364987373352, -0.07632432132959366, 0.009575908072292805, -0.15291914343833923, -0.03446522355079651, 0.050607211887836456, -0.19487130641937256, 0.06771612912416458, 0.03443499654531479, -0.022506223991513252, -0.2521926462650299, 0.05383845418691635, -0.0286282766610384, -0.12196355313062668, 0.05383818969130516, -0.20396383106708527, 0.0032623647712171078, -0.09810337424278259, 0.0748894140124321, 0.14315931499004364, -0.15725141763687134, -0.2688848674297333, -0.10419932752847672, -0.03486448526382446, -0.0995132252573967, -0.0035607239697128534, 0.041153162717819214, 0.07723304629325867, -0.10037433356046677, 0.1916491538286209, 0.1050552949309349, -0.14605705440044403, 0.020474769175052643, -0.18137887120246887, 0.1360035240650177, 0.043502695858478546, 0.21962402760982513, 0.04427357390522957, -0.0704389214515686, 0.0022959003690630198, 0.2845350205898285, -0.1416410505771637, -0.10838621109724045, 0.0408753976225853, 0.0636463537812233, -0.19464260339736938, -0.09415563941001892, 0.12198088318109512, 0.11379652470350266, 0.09853026270866394, 0.15972812473773956, 0.2229510396718979, -0.06629923731088638, 0.16310730576515198, 0.011387928389012814, 0.10790498554706573, -0.013344863429665565, -0.1347036510705948, -0.11656764894723892, -0.01876647397875786]"
student,U00017,"['CANON_0002', 'CANON_0009']","[0.027578819543123245, -0.13068975508213043, -0.007662386633455753, 0.13134634494781494, -0.20520630478858948, -0.12310685217380524, -0.11457850784063339, -0.03242318704724312, -0.03154652193188667, -0.0585557259619236, 0.05363335460424423, 0.12881328165531158, 0.029354967176914215, 0.25319451093673706, -0.03393569216132164, -0.0020435526967048645, 0.009789309464395046, -0.09360213577747345, 0.08125539124011993, 0.09796322882175446, 0.10574279725551605, 0.03855174034833908, 0.06306874752044678, 0.04827354848384857, -0.0421229787170887, -0.19387288391590118, -0.05459759756922722, -0.11271880567073822, -0.01017478946596384, -0.12950605154037476, 0.2146974503993988, -0.20446379482746124, 0.016281504184007645, 0.013276039622724056, 0.010477399453520775, 0.05132884532213211, 0.033425964415073395, -0.11979559063911438, 0.03644515946507454, -0.012473726645112038, 0.11009740084409714, -0.014647213742136955, 0.12720496952533722, -0.02454521879553795, 0.2955954968929291, -0.11797912418842316, -0.11343742907047272, -0.14170271158218384, 0.1875273436307907, -0.22855456173419952, 0.17009273171424866, 0.06756333261728287, -0.04961908608675003, 0.1638564169406891, 0.23050081729888916, -0.2794332206249237, 0.0031066087540239096, 0.006085305940359831, -0.13411283493041992, 0.24372301995754242, 0.08943045884370804, 0.14117680490016937, -0.11292918771505356, -0.12841260433197021]"
student,U00018,"['CANON_0001', 'CANON_0008']","[0.012858543545007706, 0.037121325731277466, 0.26021790504455566, 0.05963402986526489, -0.024799345061182976, -0.08288600295782089, 0.17740385234355927, -0.26327961683273315, 0.03831980749964714, 0.060014840215444565, 0.22843359410762787, 0.058863185346126556, 0.20014038681983948, 0.05525456741452217, -0.023866133764386177, 0.1363394856452942, -0.15185117721557617, -0.06523529440164566, 0.11790213733911514, 0.10220618546009064, 0.09367483854293823, -0.04369261860847473, 0.17580869793891907, 0.06673873215913773, -0.2632123827934265, 0.008970435708761215, -0.1935443878173828, 0.1344621628522873, 0.028229113668203354, -0.02234027534723282, 0.0742964893579483, 0.005162259563803673, -0.05270541459321976, -0.06974886357784271, 0.16539472341537476, 0.09409839659929276, 0.1955682933330536, -0.1141713559627533, 0.043865833431482315, 0.16859303414821625, 0.28403693437576294, -0.049135446548461914, 0.012901526875793934, -0.05881664529442787, -0.026923177763819695, -0.09168685227632523, 0.11632317304611206, -0.0764990970492363, 0.2097216546535492, -0.005895217414945364, -0.07014916837215424, 0.04103431850671768, -0.1419307440519333, 0.07320664077997208, -0.07323521375656128, 0.12207012623548508, -0.13220761716365814, 0.14767099916934967, -0.1794506013393402, -0.02861543372273445, -0.022285601124167442, 0.1829703003168106, -0.14625312387943268, 0.04124660789966583]"
student,U00019,"['CANON_0008', 'CANON_0001']","[0.012858543545007706, 0.037121325731277466, 0.26021790504455566, 0.05963402986526489, -0.024799345061182976, -0.08288600295782089, 0.17740385234355927, -0.26327961683273315, 0.03831980749964714, 0.060014840215444565, 0.22843359410762787, 0.058863185346126556, 0.20014038681983948, 0.05525456741452217, -0.023866133764386177, 0.1363394856452942, -0.15185117721557617, -0.06523529440164566, 0.11790213733911514, 0.10220618546009064, 0.09367483854293823, -0.04369261860847473, 0.17580869793891907, 0.06673873215913773, -0.2632123827934265, 0.008970435708761215, -0.1935443878173828, 0.1344621628522873, 0.028229113668203354, -0.02234027534723282, 0.0742964893579483, 0.005162259563803673, -0.05270541459321976, -0.06974886357784271, 0.16539472341537476, 0.09409839659929276, 0.1955682933330536, -0.1141713559627533, 0.043865833431482315, 0.16859303414821625, 0.28403693437576294, -0.049135446548461914, 0.012901526875793934, -0.05881664529442787, -0.026923177763819695, -0.09168685227632523, 0.11632317304611206, -0.0764990970492363, 0.2097216546535492, -0.005895217414945364, -0.07014916837215424, 0.04103431850671768, -0.1419307440519333, 0.07320664077997208, -0.07323521375656128, 0.12207012623548508, -0.13220761716365814, 0.14767099916934967, -0.1794506013393402, -0.02861543372273445, -0.022285601124167442, 0.1829703003168106, -0.14625312387943268, 0.04124660789966583]"
student,U00020,"['CANON_0003', 'CANON_0011', 'CANON_0010', 'CANON_0009']","[-0.09614599496126175, 0.0017032674513757229, 0.109744593501091, -0.19459199905395508, -0.10944445431232452, -0.02244804985821247, 0.13292798399925232, -0.07543918490409851, 0.043171484023332596, 0.10181357711553574, -0.10317422449588776, 0.04214799404144287, 0.16720537841320038, 0.19111016392707825, -0.07171736657619476, 0.0033143425825983286, -0.07721684128046036, -0.12182735651731491, -0.024286407977342606, 0.1908865123987198, 0.03242286667227745, -0.12214658409357071, -0.05302795022726059, 0.1731482893228531, -0.09476019442081451, -0.12569251656532288, -0.1205449104309082, -0.059324949979782104, 0.02749224752187729, -0.06128139793872833, 0.09136219322681427, -0.0028398465365171432, -0.09068949520587921, -0.015673942863941193, 0.17208102345466614, -0.202321857213974, -0.018468324095010757, -0.03400048241019249, 0.13640275597572327, 0.07262054830789566, 0.01575888879597187, -0.04544418677687645, -0.22023755311965942, 0.11509045213460922, 0.18410781025886536, -0.08128035068511963, 0.005440817214548588, -0.23196280002593994, 0.22145818173885345, -0.04563245177268982, -0.24887193739414215, 0.07657977938652039, 0.0269467793405056, 0.08712192624807358, 0.1729482114315033, -0.10580429434776306, -0.1523454785346985, 0.03548901900649071, -0.12293679267168045, 0.1772063821554184, 0.15874603390693665, -0.12563349306583405, -0.2803351581096649, -0.16347075998783112]"
