user_id,job_id,match_score,recommended
U00837,J00310,0.0,0
U00501,J00018,0.2,0
U00566,J00155,0.25,0
U00121,J00122,0.3333333333333333,0
U00941,J00120,0.3333333333333333,0
U00317,J00267,0.0,0
U00628,J00052,0.14285714285714285,0
U00235,J00237,0.14285714285714285,0
U00228,J00449,0.14285714285714285,0
U00975,J00052,0.2857142857142857,0
U00067,J00095,0.2,0
U00869,J00020,0.125,0
U00756,J00276,0.3333333333333333,0
U00504,J00301,0.2857142857142857,0
U00222,J00103,0.0,0
U00909,J00403,0.16666666666666666,0
U00075,J00088,0.0,0
U00512,J00296,0.2857142857142857,0
U00639,J00003,0.0,0
U00178,J00266,0.42857142857142855,0
U00464,J00272,0.6666666666666666,1
U00575,J00227,0.3333333333333333,0
U00957,J00151,0.14285714285714285,0
U00226,J00452,0.2,0
U00480,J00259,0.2857142857142857,0
U00092,J00405,0.0,0
U00922,J00059,0.14285714285714285,0
U00031,J00099,0.16666666666666666,0
U00913,J00010,0.14285714285714285,0
U00643,J00339,0.0,0
U00946,J00110,0.16666666666666666,0
U00388,J00291,0.3333333333333333,0
U00516,J00271,0.0,0
U00445,J00207,0.2857142857142857,0
U00679,J00156,0.16666666666666666,0
U00758,J00359,0.16666666666666666,0
U00613,J00145,0.3333333333333333,0
U00517,J00164,0.0,0
U00675,J00269,0.16666666666666666,0
U00130,J00181,0.0,0
U00599,J00273,0.25,0
U00207,J00235,0.2,0
U00192,J00372,0.4,0
U00011,J00337,0.2,0
U00683,J00353,0.125,0
U00649,J00113,0.14285714285714285,0
U00591,J00053,0.25,0
U00637,J00054,0.75,1
U00264,J00005,0.16666666666666666,0
U00504,J00211,0.42857142857142855,0
U00996,J00308,0.4,0
U00450,J00326,0.42857142857142855,0
U00887,J00184,0.3333333333333333,0
U00883,J00204,0.0,0
U00491,J00317,0.2857142857142857,0
U00262,J00270,0.3333333333333333,0
U00600,J00185,0.14285714285714285,0
U00486,J00384,0.2,0
U00253,J00263,0.2857142857142857,0
U00729,J00190,0.3333333333333333,0
U00660,J00105,0.16666666666666666,0
U00408,J00080,0.125,0
U00565,J00028,0.0,0
U00813,J00182,0.2,0
U00668,J00352,0.0,0
U00422,J00077,0.2857142857142857,0
U00851,J00076,0.16666666666666666,0
U00543,J00471,0.0,0
U00144,J00265,0.0,0
U00118,J00071,0.14285714285714285,0
U00572,J00043,0.3333333333333333,0
U00498,J00386,0.0,0
U00302,J00386,0.2857142857142857,0
U00423,J00300,0.0,0
U00613,J00208,0.6666666666666666,1
U00386,J00081,0.0,0
U00998,J00387,0.14285714285714285,0
U00311,J00340,0.25,0
U00695,J00338,0.16666666666666666,0
U00387,J00242,0.0,0
U00091,J00459,0.2,0
U00137,J00063,0.4,0
U00511,J00356,0.0,0
U00828,J00365,0.0,0
U00525,J00055,0.0,0
U00930,J00490,0.3333333333333333,0
U00791,J00206,0.0,0
U00001,J00022,0.5,0
U00739,J00233,0.2,0
U00759,J00438,0.25,0
U00993,J00064,0.0,0
U00728,J00288,0.0,0
U00433,J00445,0.4,0
U00528,J00251,0.0,0
U00300,J00383,0.25,0
U00418,J00317,0.0,0
U00388,J00282,0.2,0
U00998,J00102,0.2,0
U00732,J00232,0.125,0
U00878,J00109,0.14285714285714285,0
U00753,J00060,0.25,0
U00895,J00209,0.42857142857142855,0
U00866,J00019,0.0,0
U00978,J00279,0.3333333333333333,0
U00836,J00462,0.14285714285714285,0
U00734,J00274,0.4,0
U00651,J00441,0.25,0
U00750,J00220,0.16666666666666666,0
U00982,J00317,0.16666666666666666,0
U00325,J00355,0.0,0
U00078,J00497,0.2857142857142857,0
U00076,J00078,0.0,0
U00884,J00452,0.14285714285714285,0
U00096,J00309,0.16666666666666666,0
U00047,J00012,0.16666666666666666,0
U00846,J00064,0.16666666666666666,0
U00264,J00075,0.2,0
U00066,J00247,0.0,0
U00891,J00119,0.0,0
U00468,J00010,0.0,0
U00027,J00235,0.25,0
U00528,J00367,0.14285714285714285,0
U00784,J00422,0.25,0
U00376,J00274,0.0,0
U00187,J00088,0.1111111111111111,0
U00999,J00442,0.25,0
U00101,J00444,0.0,0
U00770,J00119,0.0,0
U00343,J00030,0.25,0
U00511,J00285,0.0,0
U00556,J00050,0.0,0
U00932,J00217,0.0,0
U00451,J00423,0.5,0
U00455,J00309,0.3333333333333333,0
U00041,J00485,0.6,1
U00997,J00012,0.14285714285714285,0
U00352,J00091,0.4,0
U00623,J00424,0.2,0
U00032,J00201,0.0,0
U00817,J00266,0.125,0
U00840,J00383,0.0,0
U00215,J00014,0.2857142857142857,0
U00929,J00436,0.16666666666666666,0
U00588,J00356,0.25,0
U00028,J00247,0.4,0
U00042,J00316,0.25,0
U00065,J00493,0.14285714285714285,0
U00345,J00216,0.125,0
U00959,J00332,0.25,0
U00268,J00364,0.2,0
U00799,J00465,0.6,1
U00017,J00201,0.0,0
U00510,J00378,0.2,0
U00329,J00227,0.3333333333333333,0
U00368,J00239,0.4,0
U00811,J00256,0.2857142857142857,0
U00608,J00439,0.0,0
U00882,J00331,0.14285714285714285,0
U00418,J00314,0.2,0
U00903,J00180,0.2857142857142857,0
U00135,J00421,0.16666666666666666,0
U00952,J00490,0.0,0
U00452,J00117,0.0,0
U00057,J00339,0.4,0
U00796,J00451,0.14285714285714285,0
U00627,J00083,0.14285714285714285,0
U00264,J00423,0.4,0
U00351,J00462,0.5,0
U00842,J00033,0.14285714285714285,0
U00333,J00245,0.0,0
U00679,J00303,0.16666666666666666,0
U00430,J00165,0.14285714285714285,0
U00941,J00479,0.0,0
U00036,J00175,0.16666666666666666,0
U00193,J00321,0.1111111111111111,0
U00333,J00468,0.0,0
U00947,J00280,0.2857142857142857,0
U00018,J00153,0.0,0
U00466,J00066,0.0,0
U00361,J00498,0.3333333333333333,0
U00066,J00150,0.0,0
U00462,J00271,0.25,0
U00069,J00031,0.2,0
U00741,J00285,0.2,0
U00681,J00018,0.0,0
U00925,J00188,0.16666666666666666,0
U00994,J00173,0.2,0
U00833,J00391,0.3333333333333333,0
U00750,J00202,0.0,0
U00638,J00020,0.125,0
U00859,J00300,0.5,0
U00324,J00379,0.2,0
U00723,J00163,0.16666666666666666,0
U00895,J00351,0.25,0
U00709,J00186,0.6,1
U00603,J00190,0.0,0
U00761,J00003,0.0,0
U00299,J00278,0.25,0
U00403,J00497,0.16666666666666666,0
U00266,J00432,0.14285714285714285,0
U00903,J00149,0.16666666666666666,0
U00401,J00113,0.25,0
U00185,J00149,0.4,0
U00234,J00446,0.2,0
U00756,J00401,0.125,0
U00251,J00478,0.0,0
U00474,J00445,0.2,0
U00399,J00464,0.25,0
U00407,J00063,0.25,0
U00844,J00029,0.0,0
U00474,J00164,0.25,0
U00578,J00311,0.2857142857142857,0
U00156,J00165,0.14285714285714285,0
U00587,J00289,0.16666666666666666,0
U00934,J00096,0.0,0
U00459,J00084,0.25,0
U00055,J00188,0.0,0
U00956,J00190,0.14285714285714285,0
U00281,J00365,0.25,0
U00048,J00038,0.2,0
U00984,J00317,0.14285714285714285,0
U00006,J00079,0.0,0
U00001,J00354,0.2,0
U00417,J00308,0.0,0
U00414,J00395,0.0,0
U00834,J00101,0.42857142857142855,0
U00440,J00356,0.25,0
U00957,J00292,0.2,0
U00847,J00409,0.3333333333333333,0
U00779,J00068,0.2857142857142857,0
U00627,J00391,0.1111111111111111,0
U00265,J00210,0.3333333333333333,0
U00646,J00283,0.0,0
U00791,J00309,0.4,0
U00536,J00363,0.3333333333333333,0
U00371,J00003,0.2,0
U00600,J00243,0.0,0
U00098,J00150,0.3333333333333333,0
U00495,J00046,0.0,0
U00035,J00195,0.0,0
U00522,J00007,0.16666666666666666,0
U00664,J00246,0.16666666666666666,0
U00701,J00228,0.6666666666666666,1
U00651,J00091,0.2,0
U00505,J00416,0.2,0
U00238,J00458,0.0,0
U00273,J00193,0.14285714285714285,0
U00212,J00252,0.0,0
U00355,J00035,0.14285714285714285,0
U00395,J00477,0.2,0
U00721,J00089,0.6666666666666666,1
U00086,J00349,0.0,0
U00869,J00301,0.6,1
U00033,J00170,0.0,0
U00761,J00392,0.0,0
U00818,J00372,0.5,0
U00988,J00126,0.0,0
U00857,J00381,0.2857142857142857,0
U00583,J00068,0.25,0
U00528,J00399,0.0,0
U00530,J00237,0.16666666666666666,0
U00669,J00219,0.2,0
U00635,J00220,0.125,0
U00974,J00437,0.2,0
U00808,J00037,0.16666666666666666,0
U00625,J00113,0.2,0
U00953,J00284,0.2,0
U00425,J00354,0.3333333333333333,0
U00362,J00485,0.16666666666666666,0
U00073,J00200,0.5,0
U00160,J00227,0.0,0
U00928,J00213,0.0,0
U00310,J00302,0.2,0
U00207,J00050,0.0,0
U00386,J00410,0.25,0
U00018,J00256,0.16666666666666666,0
U00654,J00348,0.3333333333333333,0
U00697,J00412,0.5,0
U00130,J00301,0.3333333333333333,0
U00476,J00232,0.25,0
U00515,J00398,0.125,0
U00697,J00494,0.16666666666666666,0
U00195,J00495,0.14285714285714285,0
U00831,J00307,0.0,0
U00402,J00343,0.0,0
U00975,J00239,0.0,0
U00889,J00199,0.0,0
U00511,J00006,0.16666666666666666,0
U00469,J00031,0.0,0
U00653,J00006,0.0,0
U00512,J00257,0.0,0
U00803,J00495,0.5,0
U00915,J00442,0.0,0
U00543,J00366,0.0,0
U00632,J00217,0.125,0
U00949,J00335,0.0,0
U00674,J00008,0.125,0
U00545,J00388,0.2,0
U00728,J00186,0.0,0
U00296,J00242,0.5,0
U00988,J00270,0.125,0
U00951,J00411,0.2,0
U00857,J00269,0.2,0
U00901,J00062,0.0,0
U00432,J00294,0.16666666666666666,0
U00383,J00288,0.16666666666666666,0
U00339,J00103,0.3333333333333333,0
U00333,J00266,0.3333333333333333,0
U00023,J00342,0.3333333333333333,0
U00976,J00372,0.25,0
U00420,J00081,0.3333333333333333,0
U00180,J00400,0.16666666666666666,0
U00267,J00004,0.16666666666666666,0
U00500,J00005,0.16666666666666666,0
U00415,J00399,0.0,0
U00027,J00233,0.0,0
U00759,J00250,0.0,0
U00658,J00155,0.16666666666666666,0
U00951,J00067,0.2,0
U00032,J00045,0.4,0
U00047,J00240,0.0,0
U00494,J00489,0.2857142857142857,0
U00374,J00420,0.25,0
U00161,J00096,0.75,1
U00699,J00388,0.2,0
U00214,J00354,0.0,0
U00949,J00416,0.2,0
U00939,J00249,0.16666666666666666,0
U00138,J00186,0.3333333333333333,0
U00143,J00471,0.16666666666666666,0
U00903,J00270,0.125,0
U00395,J00229,0.0,0
U00271,J00487,0.5,0
U00671,J00102,0.0,0
U00191,J00183,0.3333333333333333,0
U00489,J00386,0.2857142857142857,0
U00710,J00416,0.0,0
U00432,J00404,0.1111111111111111,0
U00957,J00416,0.25,0
U00442,J00488,0.3333333333333333,0
U00769,J00379,0.3333333333333333,0
U00345,J00426,0.14285714285714285,0
U00992,J00255,0.42857142857142855,0
U00592,J00366,0.0,0
U00380,J00074,0.0,0
U00183,J00085,0.125,0
U00438,J00027,0.5,0
U00275,J00031,0.0,0
U00265,J00437,0.6666666666666666,1
U00318,J00431,0.2,0
U00552,J00259,0.14285714285714285,0
U00997,J00236,0.0,0
U00839,J00014,0.0,0
U00970,J00013,0.125,0
U00022,J00385,0.3333333333333333,0
U00816,J00032,0.0,0
U00143,J00146,0.2,0
U00039,J00191,0.3333333333333333,0
U00160,J00045,0.125,0
U00151,J00341,0.0,0
U00331,J00483,0.16666666666666666,0
U00516,J00209,0.2857142857142857,0
U00550,J00059,0.2,0
U00508,J00362,0.25,0
U00300,J00463,0.0,0
U00851,J00403,0.16666666666666666,0
U00320,J00041,0.16666666666666666,0
U00280,J00201,0.2,0
U00977,J00398,0.1111111111111111,0
U00486,J00255,0.16666666666666666,0
U00845,J00364,0.16666666666666666,0
U00054,J00339,0.16666666666666666,0
U00922,J00104,0.25,0
U00900,J00117,0.14285714285714285,0
U00032,J00091,0.0,0
U00330,J00154,0.0,0
U00199,J00135,0.25,0
U00569,J00384,0.0,0
U00597,J00184,0.0,0
U00379,J00321,0.125,0
U00255,J00499,0.4,0
U00660,J00254,0.2,0
U00761,J00309,0.5,0
U00883,J00486,0.75,1
U00390,J00326,0.16666666666666666,0
U00895,J00105,0.125,0
U00981,J00177,0.2857142857142857,0
U00893,J00195,0.14285714285714285,0
U00360,J00330,0.2,0
U00100,J00455,0.0,0
U00339,J00413,0.25,0
U00444,J00094,0.1111111111111111,0
U00683,J00409,0.125,0
U00412,J00442,0.3333333333333333,0
U00137,J00282,0.14285714285714285,0
U00736,J00440,0.0,0
U00758,J00371,0.14285714285714285,0
U00685,J00018,0.0,0
U00697,J00264,0.6666666666666666,1
U00811,J00383,0.0,0
U00179,J00472,0.14285714285714285,0
U00826,J00404,0.1111111111111111,0
U00472,J00434,0.1111111111111111,0
U00648,J00234,0.16666666666666666,0
U00041,J00470,0.14285714285714285,0
U00946,J00412,0.0,0
U00775,J00276,0.0,0
U00638,J00316,0.125,0
U00164,J00316,0.16666666666666666,0
U00693,J00464,0.0,0
U00295,J00478,0.14285714285714285,0
U00503,J00218,0.16666666666666666,0
U00983,J00022,0.16666666666666666,0
U00836,J00441,0.4,0
U00618,J00294,0.2,0
U00662,J00150,0.0,0
U00127,J00468,0.0,0
U00378,J00176,0.125,0
U00284,J00321,0.16666666666666666,0
U00751,J00485,0.16666666666666666,0
U00532,J00080,0.14285714285714285,0
U00196,J00414,0.25,0
U00740,J00186,0.25,0
U00976,J00131,0.4,0
U00404,J00060,0.125,0
U00180,J00061,0.2,0
U00720,J00219,0.14285714285714285,0
U00369,J00303,0.2,0
U00976,J00140,0.16666666666666666,0
U00370,J00059,0.2,0
U00288,J00500,0.0,0
U00179,J00388,0.0,0
U00331,J00300,0.3333333333333333,0
U00613,J00446,0.2,0
U00034,J00305,0.0,0
U00655,J00165,0.14285714285714285,0
U00861,J00023,0.2857142857142857,0
U00585,J00190,0.2857142857142857,0
U00536,J00158,0.25,0
U00293,J00356,0.16666666666666666,0
U00008,J00088,0.42857142857142855,0
U00208,J00198,0.14285714285714285,0
U00588,J00220,0.14285714285714285,0
U00148,J00466,0.16666666666666666,0
U00141,J00329,0.2,0
U00153,J00331,0.2857142857142857,0
U00244,J00209,0.0,0
U00224,J00244,0.3333333333333333,0
U00443,J00126,0.2,0
U00068,J00388,0.4,0
U00200,J00055,0.2,0
U00121,J00238,0.0,0
U00968,J00264,0.0,0
U00662,J00192,0.5,0
U00769,J00056,0.4,0
U00605,J00264,0.0,0
U00463,J00268,0.5,0
U00520,J00060,0.25,0
U00432,J00256,0.1111111111111111,0
U00689,J00408,0.125,0
U00594,J00276,0.4,0
U00056,J00033,0.0,0
U00643,J00458,0.0,0
U00408,J00353,0.2857142857142857,0
U00724,J00453,0.0,0
U00402,J00417,0.3333333333333333,0
U00471,J00092,0.2857142857142857,0
U00401,J00355,0.0,0
U00624,J00052,0.2,0
U00563,J00185,0.14285714285714285,0
U00071,J00127,0.2,0
U00575,J00438,0.14285714285714285,0
U00407,J00054,0.25,0
U00264,J00326,0.125,0
U00651,J00257,0.16666666666666666,0
U00645,J00327,0.2,0
U00114,J00442,0.16666666666666666,0
U00479,J00029,0.14285714285714285,0
U00920,J00402,0.125,0
U00083,J00405,0.25,0
U00701,J00455,0.2,0
U00616,J00224,0.42857142857142855,0
U00293,J00168,0.2857142857142857,0
U00225,J00297,0.0,0
U00770,J00180,0.16666666666666666,0
U00670,J00461,0.0,0
U00181,J00086,0.3333333333333333,0
U00861,J00103,0.2857142857142857,0
U00487,J00270,0.16666666666666666,0
U00108,J00166,0.0,0
U00093,J00069,0.2857142857142857,0
U00024,J00021,0.0,0
U00407,J00354,0.0,0
U00205,J00136,0.0,0
U00311,J00118,0.16666666666666666,0
U00498,J00148,0.2857142857142857,0
U00693,J00445,0.6666666666666666,1
U00439,J00220,0.0,0
U00570,J00249,0.16666666666666666,0
U00449,J00356,0.0,0
U00829,J00143,0.0,0
U00608,J00331,0.3333333333333333,0
U00541,J00416,0.0,0
U00399,J00155,0.3333333333333333,0
U00603,J00264,0.0,0
U00309,J00150,0.0,0
U00758,J00171,0.2857142857142857,0
U00905,J00025,0.16666666666666666,0
U00228,J00123,0.0,0
U00174,J00139,0.16666666666666666,0
U00116,J00335,0.0,0
U00295,J00173,0.0,0
U00418,J00036,0.16666666666666666,0
U00717,J00088,0.16666666666666666,0
U00678,J00271,0.14285714285714285,0
U00098,J00147,0.0,0
U00226,J00340,0.14285714285714285,0
U00977,J00458,0.14285714285714285,0
U00420,J00316,0.16666666666666666,0
U00463,J00173,0.0,0
U00831,J00379,0.0,0
U00616,J00186,0.25,0
U00695,J00025,0.2,0
U00971,J00032,0.0,0
U00112,J00483,0.0,0
U00250,J00321,0.16666666666666666,0
U00683,J00011,0.125,0
U00033,J00267,0.0,0
U00333,J00179,0.16666666666666666,0
U00430,J00206,0.0,0
U00266,J00399,0.16666666666666666,0
U00300,J00260,0.14285714285714285,0
U00283,J00361,0.0,0
U00819,J00289,0.5,0
U00403,J00220,0.6,1
U00708,J00359,0.2,0
U00200,J00071,0.25,0
U00256,J00083,0.2,0
U00981,J00450,0.14285714285714285,0
U00120,J00479,0.0,0
U00515,J00279,0.125,0
U00746,J00187,0.3333333333333333,0
U00519,J00299,0.2,0
U00517,J00096,0.0,0
U00441,J00228,0.0,0
U00134,J00328,0.4,0
U00092,J00386,0.125,0
U00060,J00088,0.16666666666666666,0
U00684,J00175,0.2857142857142857,0
U00719,J00339,0.0,0
U00220,J00102,0.0,0
U00877,J00170,0.8,1
U00551,J00103,0.25,0
U00302,J00439,0.16666666666666666,0
U00613,J00444,0.0,0
U00457,J00266,0.42857142857142855,0
U00566,J00420,0.0,0
U00359,J00487,0.5,0
U00632,J00483,0.14285714285714285,0
U00057,J00159,0.14285714285714285,0
U00584,J00206,0.3333333333333333,0
U00941,J00296,0.16666666666666666,0
U00954,J00238,0.4,0
U00798,J00203,0.14285714285714285,0
U00632,J00197,0.4,0
U00780,J00083,0.25,0
U00040,J00466,0.6,1
U00901,J00098,0.0,0
U00122,J00174,0.0,0
U00972,J00128,0.2,0
U00393,J00093,0.2,0
U00197,J00288,0.2,0
U00842,J00215,0.5,0
U00758,J00336,0.0,0
U00703,J00132,0.0,0
U00787,J00142,0.16666666666666666,0
U00076,J00108,0.4,0
U00896,J00187,0.3333333333333333,0
U00507,J00172,0.16666666666666666,0
U00419,J00266,0.3333333333333333,0
U00285,J00106,0.2,0
U00323,J00135,0.0,0
U00688,J00035,0.5,0
U00899,J00270,0.4,0
U00335,J00165,0.25,0
U00515,J00478,0.2857142857142857,0
U00439,J00202,0.3333333333333333,0
U00752,J00353,0.16666666666666666,0
U00200,J00125,0.16666666666666666,0
U00132,J00320,0.16666666666666666,0
U00621,J00306,0.16666666666666666,0
U00706,J00499,0.5,0
U00621,J00084,0.0,0
U00935,J00382,0.5,0
U00498,J00139,0.125,0
U00740,J00050,0.16666666666666666,0
U00108,J00223,0.25,0
U00277,J00403,0.2,0
U00738,J00005,0.0,0
U00076,J00375,0.0,0
U00640,J00451,0.16666666666666666,0
U00744,J00121,0.2,0
U00268,J00330,0.0,0
U00013,J00116,0.0,0
U00427,J00394,0.2,0
U00614,J00071,0.16666666666666666,0
U00643,J00387,0.16666666666666666,0
U00073,J00229,0.0,0
U00715,J00254,0.0,0
U00109,J00269,0.0,0
U00151,J00343,0.16666666666666666,0
U00916,J00252,0.0,0
U00601,J00020,0.14285714285714285,0
U00616,J00340,0.42857142857142855,0
U00825,J00500,0.16666666666666666,0
U00338,J00149,0.16666666666666666,0
U00183,J00085,0.125,0
U00835,J00360,0.0,0
U00468,J00190,0.42857142857142855,0
U00886,J00399,0.4,0
U00214,J00045,0.0,0
U00014,J00219,0.14285714285714285,0
U00193,J00405,0.16666666666666666,0
U00854,J00468,0.3333333333333333,0
U00995,J00413,0.16666666666666666,0
U00499,J00158,0.6,1
U00396,J00040,0.2857142857142857,0
U00655,J00201,0.0,0
U00150,J00114,0.16666666666666666,0
U00462,J00015,0.14285714285714285,0
U00925,J00102,0.0,0
U00034,J00290,0.0,0
U00503,J00448,0.16666666666666666,0
U00730,J00189,0.42857142857142855,0
U00212,J00291,0.25,0
U00977,J00057,0.2857142857142857,0
U00986,J00039,0.25,0
U00592,J00054,0.0,0
U00412,J00013,0.2857142857142857,0
U00181,J00492,0.2857142857142857,0
U00081,J00011,0.3333333333333333,0
U00737,J00287,0.25,0
U00994,J00271,0.0,0
U00356,J00181,0.0,0
U00830,J00318,0.2,0
U00375,J00399,0.16666666666666666,0
U00530,J00112,0.0,0
U00358,J00347,0.16666666666666666,0
U00263,J00002,0.125,0
U00410,J00106,0.2,0
U00358,J00043,0.0,0
U00100,J00124,0.2,0
U00255,J00279,0.4,0
U00167,J00031,0.14285714285714285,0
U00850,J00151,0.0,0
U00048,J00340,0.3333333333333333,0
U00729,J00211,0.14285714285714285,0
U00017,J00190,0.4,0
U00613,J00248,0.0,0
U00461,J00494,0.14285714285714285,0
U00074,J00262,0.1111111111111111,0
U00502,J00315,0.2,0
U00891,J00143,0.0,0
U00214,J00411,0.0,0
U00755,J00417,0.16666666666666666,0
U00018,J00413,0.0,0
U00461,J00211,0.125,0
U00405,J00125,0.1111111111111111,0
U00097,J00328,0.125,0
U00036,J00256,0.16666666666666666,0
U00628,J00006,0.2857142857142857,0
U00179,J00109,0.1111111111111111,0
U00988,J00053,0.0,0
U00920,J00108,0.3333333333333333,0
U00556,J00148,0.16666666666666666,0
U00743,J00437,0.25,0
U00189,J00335,0.0,0
U00912,J00010,0.25,0
U00816,J00153,0.5,0
U00204,J00091,0.0,0
U00325,J00178,0.0,0
U00090,J00021,0.2857142857142857,0
U00993,J00203,0.16666666666666666,0
U00176,J00155,0.42857142857142855,0
U00769,J00427,0.0,0
U00362,J00161,0.0,0
U00516,J00196,0.0,0
U00737,J00337,0.2,0
U00304,J00017,0.5,0
U00899,J00215,0.2,0
U00649,J00450,0.6,1
U00014,J00294,0.0,0
U00958,J00343,0.3333333333333333,0
U00404,J00326,0.125,0
U00418,J00433,0.14285714285714285,0
U00017,J00411,0.0,0
U00281,J00394,0.16666666666666666,0
U00067,J00205,0.14285714285714285,0
U00281,J00111,0.6,1
U00567,J00482,0.16666666666666666,0
U00065,J00148,0.0,0
U00308,J00377,0.16666666666666666,0
U00351,J00137,0.2,0
U00725,J00291,0.3333333333333333,0
U00266,J00487,0.5,0
U00038,J00218,0.25,0
U00408,J00057,0.125,0
U00112,J00216,0.0,0
U00365,J00136,0.0,0
U00320,J00291,0.0,0
U00341,J00362,0.4,0
U00590,J00406,0.14285714285714285,0
U00478,J00138,0.2,0
U00719,J00208,0.0,0
U00591,J00139,0.14285714285714285,0
U00613,J00400,0.25,0
U00416,J00107,0.0,0
U00865,J00257,0.125,0
U00953,J00058,0.3333333333333333,0
U00942,J00260,0.16666666666666666,0
U00611,J00006,0.16666666666666666,0
U00549,J00362,0.2,0
U00800,J00081,0.0,0
U00012,J00293,0.14285714285714285,0
U00762,J00436,0.5,0
U00382,J00324,0.1111111111111111,0
U00572,J00294,0.16666666666666666,0
U00622,J00272,0.0,0
U00966,J00009,0.5,0
U00842,J00108,0.14285714285714285,0
U00677,J00453,0.2,0
U00235,J00078,0.25,0
U00539,J00243,0.4,0
U00349,J00037,0.4,0
U00673,J00394,0.0,0
U00187,J00022,0.25,0
U00584,J00129,0.0,0
U00782,J00249,0.0,0
U00414,J00289,0.2857142857142857,0
U00205,J00250,0.3333333333333333,0
U00219,J00327,0.2,0
U00509,J00077,0.42857142857142855,0
U00041,J00236,0.0,0
U00485,J00290,0.2,0
U00720,J00139,0.25,0
U00145,J00306,0.0,0
U00080,J00317,0.1111111111111111,0
U00538,J00031,0.0,0
U00587,J00240,0.6666666666666666,1
U00468,J00181,0.0,0
U00436,J00417,0.3333333333333333,0
U00329,J00255,0.25,0
U00918,J00411,0.0,0
U00684,J00371,0.16666666666666666,0
U00853,J00493,0.125,0
U00227,J00230,0.14285714285714285,0
U00914,J00232,0.2857142857142857,0
U00156,J00024,0.0,0
U00843,J00456,0.16666666666666666,0
U00120,J00094,0.3333333333333333,0
U00053,J00201,0.16666666666666666,0
U00826,J00178,0.14285714285714285,0
U00245,J00020,0.0,0
U00498,J00461,0.0,0
U00693,J00261,0.0,0
U00011,J00214,0.0,0
U00635,J00403,0.2,0
